Country,Product,Flow,2021
Hungary,Renewables and waste,Total final consumption (PJ),90.77769518
Hungary,Renewables and waste,Industry (PJ),18.64899528
Hungary,Renewables and waste,Transport (PJ),11.93169755
Hungary,Renewables and waste,Residential (PJ),55.80100051
Hungary,Renewables and waste,Commercial and public services (PJ),2.37999902
Hungary,Renewables and waste,Other final consumption (PJ),2.016002815
Hungary,Electricity,Production (PJ),0
Hungary,Electricity,Imports (PJ),71.8812014
Hungary,Electricity,Exports (PJ),-25.96680156
Hungary,Electricity,Total energy supply (PJ),45.91439985
Hungary,Electricity,"Electricity, CHP and heat plants (PJ)",130.0330776
Hungary,Electricity,"Oil refineries, transformation (PJ)",0
Hungary,Electricity,Total final consumption (PJ),152.2727981
Hungary,Electricity,Industry (PJ),67.66920105
Hungary,Electricity,Transport (PJ),4.481998708
Hungary,Electricity,Residential (PJ),46.90439802
Hungary,Electricity,Commercial and public services (PJ),29.37599975
Hungary,Electricity,Other final consumption (PJ),3.841200594
Hungary,Heat,Production (PJ),0
Hungary,Heat,Imports (PJ),0
Hungary,Heat,Exports (PJ),0
Hungary,Heat,Total energy supply (PJ),0
Hungary,Heat,"Electricity, CHP and heat plants (PJ)",52.11660395
Hungary,Heat,"Oil refineries, transformation (PJ)",0
Hungary,Heat,Total final consumption (PJ),44.12399856
Hungary,Heat,Industry (PJ),15.94899914
Hungary,Heat,Transport (PJ),0
Hungary,Heat,Residential (PJ),20.96399842
Hungary,Heat,Commercial and public services (PJ),7.069997952
Hungary,Heat,Other final consumption (PJ),0.140998864
Iceland,"Coal, peat and oil shale",Production (PJ),0
Iceland,"Coal, peat and oil shale",Imports (PJ),5.379862154
Iceland,"Coal, peat and oil shale",Exports (PJ),0
Iceland,"Coal, peat and oil shale",Total energy supply (PJ),5.379862154
Iceland,"Coal, peat and oil shale","Electricity, CHP and heat plants (PJ)",0
Iceland,"Coal, peat and oil shale","Oil refineries, transformation (PJ)",0
Iceland,"Coal, peat and oil shale",Total final consumption (PJ),4.712117796
Iceland,"Coal, peat and oil shale",Industry (PJ),0
Iceland,"Coal, peat and oil shale",Transport (PJ),0
Iceland,"Coal, peat and oil shale",Residential (PJ),0
Iceland,"Coal, peat and oil shale",Commercial and public services (PJ),0
Iceland,"Coal, peat and oil shale",Other final consumption (PJ),4.712117796
Iceland,"Crude, NGL and feedstocks",Production (PJ),0
Iceland,"Crude, NGL and feedstocks",Imports (PJ),0
Iceland,"Crude, NGL and feedstocks",Exports (PJ),0
Iceland,"Crude, NGL and feedstocks",Total energy supply (PJ),0
Iceland,"Crude, NGL and feedstocks","Electricity, CHP and heat plants (PJ)",0
Iceland,"Crude, NGL and feedstocks","Oil refineries, transformation (PJ)",0
Iceland,"Crude, NGL and feedstocks",Total final consumption (PJ),0
Iceland,"Crude, NGL and feedstocks",Industry (PJ),0
Iceland,"Crude, NGL and feedstocks",Transport (PJ),0
Iceland,"Crude, NGL and feedstocks",Residential (PJ),0
Iceland,"Crude, NGL and feedstocks",Commercial and public services (PJ),0
Iceland,"Crude, NGL and feedstocks",Other final consumption (PJ),0
Iceland,Oil products,Production (PJ),0
Iceland,Oil products,Imports (PJ),30.6144217
Iceland,Oil products,Exports (PJ),0
Iceland,Oil products,Total energy supply (PJ),21.96536375
Iceland,Oil products,"Electricity, CHP and heat plants (PJ)",-0.034461551
Iceland,Oil products,"Oil refineries, transformation (PJ)",0
Iceland,Oil products,Total final consumption (PJ),22.03154869
Iceland,Oil products,Industry (PJ),0.980644856
Iceland,Oil products,Transport (PJ),12.05781653
Iceland,Oil products,Residential (PJ),0.075634542
Iceland,Oil products,Commercial and public services (PJ),0.02605027
Iceland,Oil products,Other final consumption (PJ),8.891406677
Iceland,Natural gas,Production (PJ),0
Iceland,Natural gas,Imports (PJ),0
Iceland,Natural gas,Exports (PJ),0
Iceland,Natural gas,Total energy supply (PJ),0
Iceland,Natural gas,"Electricity, CHP and heat plants (PJ)",0
Iceland,Natural gas,"Oil refineries, transformation (PJ)",0
Iceland,Natural gas,Total final consumption (PJ),0
Iceland,Natural gas,Industry (PJ),0
Iceland,Natural gas,Transport (PJ),0
Iceland,Natural gas,Residential (PJ),0
Iceland,Natural gas,Commercial and public services (PJ),0
Iceland,Natural gas,Other final consumption (PJ),0
Iceland,Nuclear,Production (PJ),0
Iceland,Nuclear,Imports (PJ),0
Iceland,Nuclear,Exports (PJ),0
Iceland,Nuclear,Total energy supply (PJ),0
Iceland,Nuclear,"Electricity, CHP and heat plants (PJ)",0
Iceland,Nuclear,"Oil refineries, transformation (PJ)",0
Iceland,Nuclear,Total final consumption (PJ),0
Iceland,Nuclear,Industry (PJ),0
Iceland,Nuclear,Transport (PJ),0
Iceland,Nuclear,Residential (PJ),0
Iceland,Nuclear,Commercial and public services (PJ),0
Iceland,Nuclear,Other final consumption (PJ),0
Iceland,Renewables and waste,Production (PJ),217.4798677
Iceland,Renewables and waste,Imports (PJ),1.131985116
Iceland,Renewables and waste,Exports (PJ),0
Iceland,Renewables and waste,Total energy supply (PJ),218.7238162
Iceland,Renewables and waste,"Electricity, CHP and heat plants (PJ)",-217.3998328
Iceland,Renewables and waste,"Oil refineries, transformation (PJ)",0
Iceland,Renewables and waste,Total final consumption (PJ),4.238209717
Iceland,Renewables and waste,Industry (PJ),0.497710037
Iceland,Renewables and waste,Transport (PJ),1.284493493
Iceland,Renewables and waste,Residential (PJ),0.498999571
Iceland,Renewables and waste,Commercial and public services (PJ),0.261000925
Iceland,Renewables and waste,Other final consumption (PJ),1.696009878
Iceland,Electricity,Production (PJ),0
Iceland,Electricity,Imports (PJ),0
Iceland,Electricity,Exports (PJ),0
Iceland,Electricity,Total energy supply (PJ),0
Iceland,Electricity,"Electricity, CHP and heat plants (PJ)",70.6111105
Iceland,Electricity,"Oil refineries, transformation (PJ)",0
Iceland,Electricity,Total final consumption (PJ),66.04327402
Iceland,Electricity,Industry (PJ),54.20501747
Iceland,Electricity,Transport (PJ),0.150017231
Iceland,Electricity,Residential (PJ),3.171584736
Iceland,Electricity,Commercial and public services (PJ),7.1927005
Iceland,Electricity,Other final consumption (PJ),1.32395827
Iceland,Heat,Production (PJ),0
Iceland,Heat,Imports (PJ),0
Iceland,Heat,Exports (PJ),0
Iceland,Heat,Total energy supply (PJ),0
Iceland,Heat,"Electricity, CHP and heat plants (PJ)",36.15969176
Iceland,Heat,"Oil refineries, transformation (PJ)",0
Iceland,Heat,Total final consumption (PJ),33.42688785
Iceland,Heat,Industry (PJ),0
Iceland,Heat,Transport (PJ),0
Iceland,Heat,Residential (PJ),17.22022048
Iceland,Heat,Commercial and public services (PJ),13.43646278
Iceland,Heat,Other final consumption (PJ),2.770204594
Ireland,"Coal, peat and oil shale",Production (PJ),5.346711072
Ireland,"Coal, peat and oil shale",Imports (PJ),40.59417866
Ireland,"Coal, peat and oil shale",Exports (PJ),-0.109003338
Ireland,"Coal, peat and oil shale",Total energy supply (PJ),53.11255156
Ireland,"Coal, peat and oil shale","Electricity, CHP and heat plants (PJ)",-31.15670441
Ireland,"Coal, peat and oil shale","Oil refineries, transformation (PJ)",0
Ireland,"Coal, peat and oil shale",Total final consumption (PJ),17.62001382
Ireland,"Coal, peat and oil shale",Industry (PJ),3.742015302
Ireland,"Coal, peat and oil shale",Transport (PJ),0
Ireland,"Coal, peat and oil shale",Residential (PJ),13.86121364
Ireland,"Coal, peat and oil shale",Commercial and public services (PJ),0.016784881
Ireland,"Coal, peat and oil shale",Other final consumption (PJ),c
Ireland,"Crude, NGL and feedstocks",Production (PJ),0
Ireland,"Crude, NGL and feedstocks",Imports (PJ),127.2974978
Ireland,"Crude, NGL and feedstocks",Exports (PJ),0
Ireland,"Crude, NGL and feedstocks",Total energy supply (PJ),129.6204935
Ireland,"Crude, NGL and feedstocks","Electricity, CHP and heat plants (PJ)",0
Ireland,"Crude, NGL and feedstocks","Oil refineries, transformation (PJ)",-131.0051185
Ireland,"Crude, NGL and feedstocks",Total final consumption (PJ),0
Ireland,"Crude, NGL and feedstocks",Industry (PJ),0
Ireland,"Crude, NGL and feedstocks",Transport (PJ),0
Ireland,"Crude, NGL and feedstocks",Residential (PJ),0
Ireland,"Crude, NGL and feedstocks",Commercial and public services (PJ),0
Ireland,"Crude, NGL and feedstocks",Other final consumption (PJ),0
Ireland,Oil products,Production (PJ),0
Ireland,Oil products,Imports (PJ),221.204579
Ireland,Oil products,Exports (PJ),-66.50683652
Ireland,Oil products,Total energy supply (PJ),132.6302082
Ireland,Oil products,"Electricity, CHP and heat plants (PJ)",-14.87698156
Ireland,Oil products,"Oil refineries, transformation (PJ)",129.3172939
Ireland,Oil products,Total final consumption (PJ),245.0069598
Ireland,Oil products,Industry (PJ),13.58396793
Ireland,Oil products,Transport (PJ),144.5004896
Ireland,Oil products,Residential (PJ),52.93286667
Ireland,Oil products,Commercial and public services (PJ),9.225860821
Ireland,Oil products,Other final consumption (PJ),24.76376644
Ireland,Natural gas,Production (PJ),52.87992039
Ireland,Natural gas,Imports (PJ),130.3701066
Ireland,Natural gas,Exports (PJ),0
Ireland,Natural gas,Total energy supply (PJ),183.250027
Ireland,Natural gas,"Electricity, CHP and heat plants (PJ)",-97.87992731
Ireland,Natural gas,"Oil refineries, transformation (PJ)",0
Ireland,Natural gas,Total final consumption (PJ),81.21629584
Ireland,Natural gas,Industry (PJ),41.70268002
Ireland,Natural gas,Transport (PJ),0.632374272
Ireland,Natural gas,Residential (PJ),24.86080809
Ireland,Natural gas,Commercial and public services (PJ),14.02042927
Ireland,Natural gas,Other final consumption (PJ),0
Ireland,Nuclear,Production (PJ),0
Ireland,Nuclear,Imports (PJ),0
Ireland,Nuclear,Exports (PJ),0
Ireland,Nuclear,Total energy supply (PJ),0
Ireland,Nuclear,"Electricity, CHP and heat plants (PJ)",0
Ireland,Nuclear,"Oil refineries, transformation (PJ)",0
Ireland,Nuclear,Total final consumption (PJ),0
Ireland,Nuclear,Industry (PJ),0
Ireland,Nuclear,Transport (PJ),0
Ireland,Nuclear,Residential (PJ),0
Ireland,Nuclear,Commercial and public services (PJ),0
Ireland,Nuclear,Other final consumption (PJ),0
Ireland,Renewables and waste,Production (PJ),66.23096827
Ireland,Renewables and waste,Imports (PJ),6.660893164
Ireland,Renewables and waste,Exports (PJ),-0.733477118
Ireland,Renewables and waste,Total energy supply (PJ),72.13983679
Ireland,Renewables and waste,"Electricity, CHP and heat plants (PJ)",-51.86748098
Ireland,Renewables and waste,"Oil refineries, transformation (PJ)",0
Ireland,Renewables and waste,Total final consumption (PJ),20.81655189
Ireland,Renewables and waste,Industry (PJ),10.59429547
Ireland,Renewables and waste,Transport (PJ),7.470314647
Ireland,Renewables and waste,Residential (PJ),1.71050458
Ireland,Renewables and waste,Commercial and public services (PJ),1.041433006
Ireland,Renewables and waste,Other final consumption (PJ),0
Ireland,Electricity,Production (PJ),0
Ireland,Electricity,Imports (PJ),8.822575685
Ireland,Electricity,Exports (PJ),-3.107237807
Ireland,Electricity,Total energy supply (PJ),5.715333691
Ireland,Electricity,"Electricity, CHP and heat plants (PJ)",113.7102767
Ireland,Electricity,"Oil refineries, transformation (PJ)",0
Ireland,Electricity,Total final consumption (PJ),106.3905948
Ireland,Electricity,Industry (PJ),22.33280988
Ireland,Electricity,Transport (PJ),0.404507682
Ireland,Electricity,Residential (PJ),31.68995619
Ireland,Electricity,Commercial and public services (PJ),49.88200831
Ireland,Electricity,Other final consumption (PJ),2.081312708
Ireland,Heat,Production (PJ),0
Ireland,Heat,Imports (PJ),0
Ireland,Heat,Exports (PJ),0
Ireland,Heat,Total energy supply (PJ),0
Ireland,Heat,"Electricity, CHP and heat plants (PJ)",0
Ireland,Heat,"Oil refineries, transformation (PJ)",0
Ireland,Heat,Total final consumption (PJ),0
Ireland,Heat,Industry (PJ),0
Ireland,Heat,Transport (PJ),0
Ireland,Heat,Residential (PJ),0
Ireland,Heat,Commercial and public services (PJ),0
Ireland,Heat,Other final consumption (PJ),0
Israel,"Coal, peat and oil shale",Production (PJ),1.710433404
Israel,"Coal, peat and oil shale",Imports (PJ),161.1448032
Israel,"Coal, peat and oil shale",Exports (PJ),0
Israel,"Coal, peat and oil shale",Total energy supply (PJ),158.3211164
Israel,"Coal, peat and oil shale","Electricity, CHP and heat plants (PJ)",-161.5447137
Israel,"Coal, peat and oil shale","Oil refineries, transformation (PJ)",0
Israel,"Coal, peat and oil shale",Total final consumption (PJ),1.099277834
Israel,"Coal, peat and oil shale",Industry (PJ),1.099277834
Israel,"Coal, peat and oil shale",Transport (PJ),0
Israel,"Coal, peat and oil shale",Residential (PJ),0
Israel,"Coal, peat and oil shale",Commercial and public services (PJ),0
Israel,"Coal, peat and oil shale",Other final consumption (PJ),0
Israel,"Crude, NGL and feedstocks",Production (PJ),7.008774376
Israel,"Crude, NGL and feedstocks",Imports (PJ),554.7609185
Israel,"Crude, NGL and feedstocks",Exports (PJ),0
Israel,"Crude, NGL and feedstocks",Total energy supply (PJ),564.0858139
Israel,"Crude, NGL and feedstocks","Electricity, CHP and heat plants (PJ)",0
Israel,"Crude, NGL and feedstocks","Oil refineries, transformation (PJ)",-577.5588442
Israel,"Crude, NGL and feedstocks",Total final consumption (PJ),0
Israel,"Crude, NGL and feedstocks",Industry (PJ),0
Israel,"Crude, NGL and feedstocks",Transport (PJ),0
Israel,"Crude, NGL and feedstocks",Residential (PJ),0
Israel,"Crude, NGL and feedstocks",Commercial and public services (PJ),0
Israel,"Crude, NGL and feedstocks",Other final consumption (PJ),0
Israel,Oil products,Production (PJ),0
Israel,Oil products,Imports (PJ),59.15535163
Israel,Oil products,Exports (PJ),-240.9913539
Israel,Oil products,Total energy supply (PJ),-214.9961533
Israel,Oil products,"Electricity, CHP and heat plants (PJ)",-1.492016422
Israel,Oil products,"Oil refineries, transformation (PJ)",583.8459692
Israel,Oil products,Total final consumption (PJ),350.0733786
Israel,Oil products,Industry (PJ),14.97598263
Israel,Oil products,Transport (PJ),243.006871
Israel,Oil products,Residential (PJ),7.498504372
Israel,Oil products,Commercial and public services (PJ),3.01920615
Israel,Oil products,Other final consumption (PJ),81.57281442
Israel,Natural gas,Production (PJ),659.7874832
Israel,Natural gas,Imports (PJ),6.84072041
Israel,Natural gas,Exports (PJ),-244.2136785
Israel,Natural gas,Total energy supply (PJ),422.4145251
Israel,Natural gas,"Electricity, CHP and heat plants (PJ)",-306.015431
Israel,Natural gas,"Oil refineries, transformation (PJ)",0
Israel,Natural gas,Total final consumption (PJ),44.76072292
Israel,Natural gas,Industry (PJ),41.58178198
Israel,Natural gas,Transport (PJ),0
Israel,Natural gas,Residential (PJ),0
Israel,Natural gas,Commercial and public services (PJ),0
Israel,Natural gas,Other final consumption (PJ),3.178940944
Israel,Nuclear,Production (PJ),0
Israel,Nuclear,Imports (PJ),0
Israel,Nuclear,Exports (PJ),0
Israel,Nuclear,Total energy supply (PJ),0
Israel,Nuclear,"Electricity, CHP and heat plants (PJ)",0
Israel,Nuclear,"Oil refineries, transformation (PJ)",0
Israel,Nuclear,Total final consumption (PJ),0
Israel,Nuclear,Industry (PJ),0
Israel,Nuclear,Transport (PJ),0
Israel,Nuclear,Residential (PJ),0
Israel,Nuclear,Commercial and public services (PJ),0
Israel,Nuclear,Other final consumption (PJ),0
Israel,Renewables and waste,Production (PJ),47.10774252
Israel,Renewables and waste,Imports (PJ),0.989880937
Israel,Renewables and waste,Exports (PJ),0
Israel,Renewables and waste,Total energy supply (PJ),48.09762346
Israel,Renewables and waste,"Electricity, CHP and heat plants (PJ)",-26.42487097
Israel,Renewables and waste,"Oil refineries, transformation (PJ)",0
Israel,Renewables and waste,Total final consumption (PJ),21.67275249
Israel,Renewables and waste,Industry (PJ),3.40952058
Israel,Renewables and waste,Transport (PJ),0
Israel,Renewables and waste,Residential (PJ),17.27335097
Israel,Renewables and waste,Commercial and public services (PJ),0
Israel,Renewables and waste,Other final consumption (PJ),0.989880937
Israel,Electricity,Production (PJ),0
Israel,Electricity,Imports (PJ),0
Israel,Electricity,Exports (PJ),-23.48279824
Israel,Electricity,Total energy supply (PJ),-23.48279824
Israel,Electricity,"Electricity, CHP and heat plants (PJ)",264.8974711
Israel,Electricity,"Oil refineries, transformation (PJ)",0
